,DN,Unnamed: 0,Unnamed: 0.1,text,label,is_about_class,is_about_disability,is_about_ethnicity,is_about_gender,is_about_nationality,is_about_religion,is_about_sexual_orientation,language
1121,1472,4375,18977,"RT @espn: Hot off the press, here&#8217;s Todd McShay&#8217;s first post-Combine NFL mock draft, including a new No. 1. http://t.co/su5ixWrthq",0.0,False,False,True,False,False,False,False,eng
1122,1474,3955,16988,RT @RIPvuhsace: I hate taking a shit at public places bc i feel like a faggot when im placing the toilet paper on the toilet seat,1.0,False,False,False,False,False,False,True,eng
1123,1475,2234,8838,Dooms.. RT @Gutta_DaDon: White nubuck or leather for the upper of the foam makes them a pass to me. White soles too. http://t.co/QIVkEPtLKj,0.0,False,False,True,False,True,False,False,eng
1124,1476,1234,4992,@Things4FLppl Yankees like Florida State; not Floridians.,0.0,False,False,False,False,True,False,False,eng
1125,1477,377,1974,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/McOZNHt7N2,0.0,False,False,True,False,False,False,False,eng
1126,1478,1814,7038,@sizzurp__ @bootyacid @ILIKECATS74 @yoPapi_chulo go back to lego club faggot,1.0,False,False,False,False,False,False,True,eng
1127,1479,4849,21123,"Speaking of ford and garland, I need to get my sub from there. And a job application. Lol killin 2 birds with one stone!! #merica",0.0,False,False,False,True,False,False,False,eng
1128,1481,2018,7873,Ayo I jus had a mini heart attack behind the wheel..north Philly n fire crackers don't mix&#128553;&#128553;&#128514;&#128514; I&#8230; http://t.co/o5v2E4LFtm,0.0,True,False,True,False,False,False,False,eng
1129,1482,1809,7032,"@shrekkalove 
You speak colored too?
I thinks I be in love",0.0,False,False,True,False,False,False,False,eng
1130,1483,1738,6799,"@oliver_______ if you're making 300 clams for betting 5, i hope you do it for a living",0.0,False,False,False,False,False,True,False,eng
1131,1484,267,1200,&#8220;@CommonBlackGirI: here&#8217;s to all the kids who have never found their name on anything in a souvenir store&#8221; thanks mom for the ghetto name.,0.0,False,False,True,False,False,False,False,eng
1132,1486,2065,8171,Brandon Jennings trash,0.0,True,False,True,False,False,False,False,eng
1133,1487,2734,11192,I'm Pregnant Charlie Brown! #WorstPeanutsSpecialEver,0.0,False,False,True,False,True,False,False,eng
1134,1488,119,677,#BlessJesus Amos 5:10 There are those who hate the one who upholds justice in court and detest the one who tells the truth.,0.0,False,False,False,False,False,True,False,eng
1135,1489,4653,20202,RT @toddknife: Full @weakenednachos set (except the last song) from Southern Darkness Fest last month. Who's the ape on guitar? https://t.c&#8230;,0.0,False,False,True,False,False,False,False,eng
1136,1490,3232,13731,Oscar Taveras went yardie in his 2nd career MLB at bat. What a stud.,0.0,True,False,True,False,True,False,False,eng
1137,1491,4547,19746,RT @nick_pertile: Oh my goodness do I hate Chinese people. Fucking zipperheads,1.0,False,False,True,False,False,False,False,eng
1138,1492,5378,23721,colored denim makes me puke,0.0,False,False,True,False,False,False,False,eng
1139,1495,1411,5685,@cambreezy_ @TheLittleFella_ she spelled faggots with an e you're so cool lol,1.0,False,False,False,False,False,False,True,eng
1140,1496,4777,20829,Shut up faggot,1.0,False,False,False,False,False,False,True,eng
1141,1497,674,3047,@DoeMostDope @mattrbennett209 @JohnnieGoings ha booner has that twitter @boone_boone5356 ha,0.0,True,False,False,False,True,False,False,eng
1142,1498,2130,8428,Charlie Parr! Mountain top music Fest http://t.co/bG3UWdPZnn,0.0,False,False,True,False,True,False,False,eng
1143,1500,4593,19943,"RT @runofplay: I'm confused. Martins Indi just drew a yellow card, but I didn't see him steal a tank from the Brazilian army and open fire &#8230;",0.0,False,False,True,False,False,False,False,eng
1144,1501,2321,9129,Flappy bird instead of studying? Sounds great.&#128527; &#128555;#flappybirdisruiningmylife,0.0,False,False,False,True,False,False,False,eng
1145,1503,2314,9113,"First ""#tbt"" best and drunkest Yankees game ever #wheresColman #everclear http://t.co/pKnLCylu",0.0,False,False,False,False,True,False,False,eng
1146,1505,3976,17128,"RT @RollingWithTrin: ""1, 2, 3, 4, how many niggers are in my store? I knowwww you're stealing!"" &#128514;&#128514;&#128514;",1.0,False,False,True,False,False,False,False,eng
1147,1506,1029,4332,@OfficialSkaiS kill yourself ugly ass monkey looking shit,1.0,False,False,True,False,False,False,False,eng
1148,1507,448,2249,30 mins for @natezoo919 n @greco_joel to pick out a trash can @ meijer....now do u guys understand why I took 3 shots before this trip,0.0,True,False,True,False,False,False,False,eng
1149,1508,4363,18937,RT @duttyOGshake: for real this game is pub trash let's do drugs and get smashed,0.0,True,False,True,False,False,False,False,eng
1150,1509,3410,14419,RT @BlasianBytch: @graceishuman @rhiannonrevolts yellow face and it's a no.,0.0,False,False,True,False,False,False,False,eng
1151,1511,346,1805,&#8220;@jerseyzbest74: eagles fans dont except the fact that mcoy been trash this year and that everybody figured out that spread offense&#8221; #StopIt,0.0,True,False,True,False,False,False,False,eng
1152,1512,3982,17141,RT @RudeBoi_Drew: @PAPER_CHAYSIN condom were invent for that sole purpose,0.0,False,False,True,False,True,False,False,eng
1153,1513,2483,9808,"Hey! I'm gonna get some sort of bird tattooed on my body, accompanied with an anchor/rope situation. No one's doing that right now, right?",0.0,False,False,False,True,False,False,False,eng
1154,1515,1876,7232,@uk3ba Just learn d dance nuh cuz u know after carnival we like to pick up months old yardie ting LOL,0.0,True,False,True,False,True,False,False,eng
1155,1519,1869,7213,"@tsmith4569 Sorry I missed that, you mean where I live is disgusting or that that muzzies in the UK r disgusting, or both? Have a great Sun.",0.0,False,False,False,False,False,True,False,eng
1156,1520,1795,6993,@schola_gomes oh I'll make you some brownies alright;))),0.0,False,False,True,False,False,False,False,eng
1157,1521,2149,8473,Chris Bosh bout to disgrace the trophy like a real faggot smh,1.0,False,False,False,False,False,False,True,eng
1158,1522,2725,11152,I'd kill to meet Charlie Sheen.,0.0,False,False,True,False,True,False,False,eng
1159,1523,3844,16443,RT @MicheleBachmann: Charlie Rangel should apologize to tea party members. I'll set up meetings so he can explain his outrageous comments. &#8230;,0.0,False,False,True,False,True,False,False,eng
1160,1524,3873,16589,"RT @NHLDevils: 2-2! Adam Henrique cleans up the trash in front of the net, tying the game for the #NJDevils with 11:06 left in regulation! &#8230;",0.0,True,False,True,False,False,False,False,eng
1161,1525,1442,5783,"@cullenbunn Maybe Baylee Ann, Tater Pud, Nurse Fester, Charlie Chainsaws, &amp; Mama Rot should be their own team?! Next time in PunisherMAX!:-D",0.0,False,False,True,False,True,False,False,eng
1162,1528,5160,22492,Watching #Steelers colts getting blinded by the Steelers uniys look like bunch of bumblebees,0.0,False,False,True,False,False,False,False,eng
1163,1529,4766,20769,She unfollowed me after I said I cried watching dawn of the apes lmaooooooo,0.0,False,False,True,False,False,False,False,eng
1164,1530,2444,9604,HOW &#8220;@darrenrovell: Deep Fried Sweet Tea on a graham cracker crust at State Fair of Texas (via @gravweldon) http://t.co/KVzhlmCsls&#8221;,0.0,True,False,True,False,False,False,False,eng
1165,1531,5234,22838,Whoops bought snuggly hideous fuzzy boots because it's cold as balls all of a sudden,0.0,False,False,True,False,False,False,False,eng
1166,1532,1673,6590,"@lloyd7121 @jjauthor @petermickley 
Approximately 1/2 in one crash. There wasn't supposed to be that many members of a seal team on one bird",0.0,False,False,False,True,False,False,False,eng
1167,1535,2545,10158,I could go for a brownie right now,0.0,False,False,True,False,False,False,False,eng
1168,1536,3790,16256,RT @Lmao: When you eat food that's too hot and start breathing like a retarded dragon.,0.0,False,True,False,False,False,False,False,eng
1169,1537,1063,4441,"@ProperEtacet fuck your mother, faggot",1.0,False,False,False,False,False,False,True,eng
1170,1538,4988,21686,There should be a side trip into DC to Charlie Palmers during CPAC @SHannitysHair @TheFriddle @Glock4Piper @alleygirl2409,0.0,False,False,True,False,True,False,False,eng
1171,1539,67,397,"""@soxdawg: RAWR!! RT @skinrubberboi: ""My"" sexy French scally. I love him! #frenchscally http://t.co/5idQ3R5Akz"" sexy scally woof woof",0.0,True,False,False,False,False,False,False,eng
1172,1540,1656,6528,@krispy717 @grizzboadams fucking gay faggot look at that gay ass pink shirt haha,1.0,False,False,False,False,False,False,True,eng
1173,1542,5108,22299,Twinkies are so unfilling. which is odd because they are filled,0.0,False,False,True,False,False,False,False,eng
1174,1546,3327,14089,"RT @ASAP_Ford: I hate when a nigga ask me ""Where the hoes?"" .... Nigga idfk !",1.0,False,False,True,False,False,False,False,eng
1175,1548,2171,8567,Cussed out by a fat redneck on the last day YOLO @ShawnnaSanford @MeganMonday13 @kelsss_lynn &#128514;&#128514;,1.0,True,False,False,False,False,False,False,eng
1176,1549,976,4138,@MissYankee @Sportsteamnews Looking at the Royals and wondering what could have been if we didn't decimate the Yankee farm system.,0.0,False,False,False,False,True,False,False,eng
1177,1552,2118,8416,Charlie Clips vs Yung Ill review http://t.co/TwHJ0w1QJQ,0.0,False,False,True,False,True,False,False,eng
1178,1553,2197,8673,"Dear God, forgive us for a moral slope of values. Shacking is just a pretty word for perpetual fornication. Let's... http://t.co/h0URrTNDfZ",0.0,False,False,True,False,False,False,False,eng
1179,1555,721,3204,@Fru_Iam I seen sum of it but I'm tryin see lox n mook,0.0,False,False,True,False,True,False,False,eng
1180,1559,2182,8603,Dafuq is floppy bird ?,0.0,False,False,True,True,False,False,False,eng
1181,1561,5338,23487,Your acting like a spoiled little faggot have fun,1.0,False,False,False,False,False,False,True,eng
1182,1562,652,2973,"@DarthMaverick7 @Xcntrik @religulous @chrispyosh Rather than believe that there was a man who was the very definition of good, u mock it.",0.0,False,False,True,False,False,False,False,eng
1183,1563,3831,16411,RT @McNarstle: @CzickenShack I go on Drudge Report every day now hoping to see a story about your tranny army,0.0,False,False,False,True,False,False,True,eng
1184,1564,4074,17518,RT @TEL1967: Darn trash man he beat me to the good stuff again. http://t.co/vdDJQ4l0mg,0.0,True,False,True,False,False,False,False,eng
1185,1567,1441,5779,@cryancarfield haven't you ever heard the story of the birds and the bees,0.0,False,False,False,True,False,False,False,eng
1186,1569,4679,20297,"RT @vodkapapixo: Black girls have never been into me. I guess cause I don't call them hoes, sell drug's or shoot niggas o well.",1.0,False,False,True,False,False,False,False,eng
1187,1571,3729,15955,RT @KarlenaSkiff: Could never date someone with yellow teeth&#128567;,0.0,False,False,True,False,False,False,False,eng
1188,1572,2640,10732,I love wearing fuzzy socks to work,0.0,False,False,True,False,False,False,False,eng
1189,1573,4512,19639,RT @mathewsjw: Muslim Jihadi fighters book tickets on cruise ships to Syria and Iraq&#160; http://t.co/auFmcZ01Y3,0.0,False,False,True,False,False,True,False,eng
1190,1574,1056,4419,"@PlannedSickDays hey, do you have that screen shot of djk's wiki page being updated regarding the trash can incident?",0.0,True,False,True,False,False,False,False,eng
1191,1575,4092,17633,"RT @TheBananaFacts: wiz khalifas's song ""black and yellow"" is a beautiful song about a bruised banana",0.0,False,False,True,False,False,False,False,eng
1192,1576,1156,4739,"@StPaul_Brandon 
She colored not Lebanese",0.0,False,False,True,False,False,False,False,eng
1193,1577,1058,4426,@PowlengMawi yung nakalagay sa second page ng handout na may closed ended questions etc. Tapos lalagay sa 1/2 yellow pad,0.0,False,False,True,False,False,False,False,eng
1194,1578,3121,13261,Next time you leave magic trash in my jacket try not to have your initials written on them. @whatupag http://t.co/tFV1cZtr,0.0,True,False,True,False,False,False,False,eng
1195,1579,4784,20846,Sighs of relief from Beijing Guoan fans &amp; #China's govt as club nips Japanese rival 2-1 in tense match: #football http://t.co/EesEOR7Iba,0.0,False,False,False,False,True,False,False,eng
1196,1580,1445,5789,@d6_9b idk... It's trash though!,0.0,True,False,True,False,False,False,False,eng
1197,1581,1733,6783,@npratc Explains why they're waving trash bags around over their heads.,0.0,True,False,True,False,False,False,False,eng
1198,1582,1858,7185,"@toddgunter This, this, this. Pack it up and head to NYC, please. Enjoy being called a hick for a few years, come home humbled. #plans",0.0,True,False,False,False,False,False,False,eng
1199,1583,2988,12629,Lol.. shut up! RT @ABrown252: @VonshayeB lmao early bird gets the worm,0.0,False,False,False,True,False,False,False,eng
1200,1585,2557,10254,"I done been to the top, I done sipped the juice/ and with that being said, bird crumbs will NEVER do!",0.0,False,False,False,True,False,False,False,eng
1201,1586,2029,7946,Baseball isn't the same without the Yankees in the playoffs &amp; basketball isn't the same without the Lakers in em.,0.0,False,False,False,False,True,False,False,eng
1202,1587,4632,20080,"RT @supercos7: @peddoc63 @Cavemaninc @CarmineZozzora @DB103173 
Charlie understood &#128299; how to keep those percentages &#128201; lower.. http://t.co/&#8230;",0.0,False,False,True,False,True,False,False,eng
1203,1588,1143,4701,@Shvkxir @RickiRoma @BaeSongz @JayZOverrated Ahmed and retard mikey for special Olympic boxing,1.0,False,True,False,False,False,False,False,eng
1204,1589,479,2348,@AGreasyMonkey @Huntermoore faggot,1.0,False,False,False,False,False,False,True,eng
1205,1590,1518,5979,@frankthetank215 @Jim_McCloskey Fran is a hillbilly Virginia mountain man who has pre-1800s white Anglo-Saxon beliefs #frankensteinMD #kikme,0.0,False,False,False,False,False,False,False,eng
1206,1591,2033,7963,Beans that were yellow before Friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks,0.0,False,False,True,False,False,False,False,eng
1207,1592,1354,5505,@allsportsbruh you say waste a draft pick on Manziel when we have Mallet. that's why I'm telling you to delete your account. You're retarded,1.0,False,True,False,False,False,False,False,eng
1208,1593,290,1352,&#8220;@KarynHalpin: Where do all the foreskins go when they circumcise a guy?&#8221; the Foreskin Fairy takes them after you put them under your pillow,0.0,False,False,False,False,False,False,True,eng
1209,1594,3544,15089,"RT @ESPNNFL: For the 1st time in the Tom Brady era, the Patriots are in sole possession of last place in the AFC East http://t.co/zMkwGNzOCT",0.0,False,False,True,False,True,False,False,eng
1210,1597,2525,10050,"I be sayin I'm done drinkin everyday but then one of my friends hit me up like ""I gotta case"" and only faggots turn down free beer",1.0,False,False,False,False,False,False,True,eng
1211,1599,5045,22078,This is really for @BrianStann RT @JimDaves: @WesDurham Exploding giant yellow ducks. You&#8217;ll appreciate this: http://t.co/SpOhTpl8uV,0.0,False,False,True,False,False,False,False,eng
1212,1600,1622,6348,"@karmendanielle_ u gotta slow down these coon hrs all they know is love n hip hop, lebron, &amp; fake love quotes",1.0,False,False,True,False,False,False,False,eng
1213,1601,634,2890,@ConanOBrien dat is one ugly animal but da monkey is adorable.,0.0,False,False,True,False,False,False,False,eng
1214,1602,1818,7046,@slayerific13 @brenda_skelton @daisymcgarr Don't get me wrong G.. I'd hunt birds but that's a lot of work &amp;.. well I just ain't that hungry,0.0,False,False,False,True,False,False,False,eng
1215,1603,1916,7404,A MESSAGE FOR ALL OF HUMANITY ~ Charlie Chaplin @mobengalfan @DISL_Automatic @mikehoho http://t.co/itDIRcNt7y,0.0,False,False,True,False,True,False,False,eng
1216,1604,3306,13990,RT @120Sports: Twitter tipped its cap to say #FarewellCaptain to Jeter in his Yankee Stadium finale. VIDEO: http://t.co/QdldmWBwXJ http://t&#8230;,0.0,False,False,False,False,True,False,False,eng
1217,1605,4791,20874,Skippy and the Kats. #FezBandName @RonandFezSXM,0.0,False,False,True,False,True,False,False,eng
1218,1606,1426,5726,@cheetahxcheeks lol trash I would of kept it if she was cute,0.0,True,False,True,False,False,False,False,eng
1219,1607,2981,12570,Log off nigger RT @PoloKingBC: #relationshipgoals http://t.co/Ge9koImYGj,0.0,False,False,True,False,False,False,False,eng
1220,1609,3756,16087,RT @KxRxSxB: Sometimes I turn my phone on loud to tweet just to hear the bird chirp. #TrueStory #TeamiPhone,0.0,False,False,False,True,False,False,False,eng
1221,1611,4445,19341,RT @jeffgallardo9: &#8220;@Sonali1123: Guys with colored eyes &#128525;&#8221; http://t.co/hwiPlPuxpQ,0.0,False,False,True,False,False,False,False,eng
1222,1613,827,3573,@JT_Cameron92 or your in the ghetto,0.0,False,False,True,False,False,False,False,eng
1223,1615,3241,13748,Paceys just told me about how flash was touching himself and he was turning yellow and black.. #whatwashedoing &#128514;&#128514;,0.0,False,False,True,False,False,False,False,eng
1224,1616,3218,13710,Or I'm vibing and they ask to see the aux cord knowing they bout to play some trash &#128530;,0.0,True,False,True,False,False,False,False,eng
1225,1617,2498,9887,Hood niggas and bitches love emojis lmfao,1.0,False,False,True,True,False,False,False,eng
1226,1619,1064,4442,@Prophzilla I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +,1.0,False,False,False,False,False,False,True,eng
1227,1620,4077,17541,"RT @T_Mart88: Jaheim, Donell Jones, Lyfe Jennings, Ginuwine, Charlie Wilson, Dru Hill, NEXT, Jodeci, Tyrese and etc ...... bring THAT type &#8230;",0.0,False,False,True,False,True,False,False,eng
1228,1623,4019,17299,RT @ShitPussiesSay: Dudes built like a crushed Twinkie http://t.co/1WsYI6gDVP,0.0,False,False,True,False,False,False,False,eng
1229,1627,5577,24685,"which one of these names is more offensive kike, wop, kraut, wetback jigaboo, towelhead, gook, or redskin.",1.0,False,False,True,False,False,False,False,eng
1230,1628,3980,17138,"RT @Rubberbandits: Yanks have a cocktail called an ""Irish car bomb"", but if you stuck two flakes in an ice cream cone and called it a 9/11 &#8230;",0.0,False,False,False,False,True,False,False,eng
1231,1629,3141,13404,"No these are only whites pies.
Well do you have any negro pies?",1.0,False,False,True,False,False,False,False,eng
1232,1630,4993,21703,There's someone riding around the Robinson Walmart in a lawn mower. With ghetto headlights added. #reallife,0.0,False,False,True,False,False,False,False,eng
1233,1631,1131,4667,@SeanRossSapp Don't think anyone is mocking the man. I've seen people mock the bespectacle of social media mourning. Cultural zeitgeist of,0.0,False,False,True,False,False,False,False,eng
1234,1632,1200,4856,@Taylor_1017 faggot,1.0,False,False,False,False,False,False,True,eng
1235,1633,5321,23392,"You old bitter,salty ass niccas make my flesh crawl off my bones! Such bitches you are! #DontArgueJustAcceptIt",1.0,False,False,True,True,False,False,False,eng
1236,1634,3405,14403,RT @BitesBlog: Pat Martin Is Gonna Show Some Yankees a Thing or Two at the James Beard House Tonight http://t.co/crWY99X7EQ,0.0,False,False,False,False,True,False,False,eng
1237,1635,5132,22423,Video: Shy Glizzy &#8211; &#8220;I Can&#8217;t Trust&#160;Myself&#8221; http://t.co/HRfuDrvZdb,0.0,False,False,True,False,False,False,False,eng
1238,1636,523,2504,@AustinthaIntern Johnny football is trash man. Trash. Lol.,0.0,True,False,True,False,False,False,False,eng
1239,1637,4905,21406,That mocha colored chick doe&gt;&gt;&gt;&gt; think I fell in love&#128525;&#128525;&#128525;,0.0,False,False,True,False,False,False,False,eng
1240,1638,2716,11114,I wonder how many Yankee fans are hurt that Derek Jeter is out until after the all star break lmao &#128514;,0.0,False,False,False,False,True,False,False,eng
1241,1639,4836,21078,"Someone's mother called me a ""handsome, buff, yellow thang"" last night... my ego was temporarily elevated and @binniemouse was dying lol",0.0,False,False,True,False,False,False,False,eng
1242,1640,302,1438,&#8220;@NiggaImTatted: Cowboys win games during the regular season but when they get to the playoffs that trash af lol&#8221; hating ass nigga,1.0,True,False,True,False,False,False,False,eng
1243,1642,464,2297,@05proFESSOR I bet he's a Starbucks queer,1.0,False,False,False,False,False,False,True,eng
1244,1643,2599,10554,I hope Charlie brought the lube for this test...,0.0,False,False,True,False,True,False,False,eng
1245,1644,925,3962,@Lovelesslovely @Kwitchabichen25 hey aklve! Im taking out the black ghetto trash. Youre blocked nigger,1.0,False,False,True,False,False,False,False,eng
1246,1645,3054,12906,Most niccas broke but always n the limelight,1.0,False,False,True,False,False,False,False,eng
1247,1647,2328,9143,Foles vs 9ers in San Fran or Eli vs redskins in DC,0.0,False,False,True,False,False,False,False,eng
1248,1648,5229,22831,Whoever had Mr. Ramlogan for UWI business law tho? Racist mudda cunt,1.0,False,False,False,True,False,False,False,eng
1249,1651,3229,13726,Oreos and coffee for brunch. I do what I want!,0.0,False,False,True,False,False,False,False,eng
1250,1652,4157,17936,RT @UncleBlazer: Yo mama so ghetto she uses cigarette butts as q-tips,0.0,False,False,True,False,False,False,False,eng
1251,1653,1191,4826,@TMZ @britneyspears mickey mouse ears hat....and tail for that matter.,0.0,False,False,True,False,True,False,False,eng
1252,1654,3325,14083,RT @AP: Lifelong Yankee fan puts aside rooting interest and returns lost Red Sox World Series ring to rightful owner: http://t.co/GDLcpWDNoo,0.0,False,False,False,False,True,False,False,eng
1253,1655,5436,24011,i thought garbage men were supposed to bring trash to the dump but they wouldn't take me ha ha ha. self depreciation ftw.,0.0,True,False,True,False,False,False,False,eng
1254,1657,866,3751,@KLSouth @Miss_Didi23 is an evil hate whitey racist who thinks Delbert Belton deserved it. @MaryForbes14 @EnemiesofDonnaJ @StephAnnAnson,1.0,False,False,True,False,False,False,False,eng
1255,1658,3780,16202,RT @LifeAsKing: New Orleans is still trash,0.0,True,False,True,False,False,False,False,eng
1256,1659,4395,19063,"RT @grannywinkle: girls, don't let a guy treat you like a yellow starburst

u are a pink starburst",0.0,False,False,True,False,False,False,False,eng
1257,1660,4823,21032,Some lying ass hoes lol,1.0,False,False,False,True,False,False,False,eng
1258,1661,2232,8820,"Don't talk about Homecoming until you actually do it. Otherwise, anti-NF people have a reason to mock the Party.",0.0,False,False,True,False,False,False,False,eng
1259,1662,2462,9714,"He ain't shit girl, &#128175;he a bitch made nigga !",1.0,False,False,True,True,False,False,False,eng
1260,1663,1696,6662,@megalexatron trash about us and your from another conference- you can say goodbye,0.0,True,False,True,False,False,False,False,eng
1261,1664,998,4226,"@NYRKelsMads 
I be wishin you was local. I takes you to da Yankee game and spoil you",0.0,False,False,False,False,True,False,False,eng
1262,1665,5405,23822,feelin all warm and fuzzy inside...,0.0,False,False,True,False,False,False,False,eng
1263,1666,5139,22435,WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs #ISIS #tcot #pjnet #lnyhbt #gop,0.0,False,False,True,False,False,True,False,eng
1264,1668,2516,10010,I also had a dream that I went to the FOB show and FOB was rude to me and @audizzle was getting badly hit on by some creep,0.0,False,False,False,False,True,False,False,eng
1265,1671,1105,4594,@RylannWilliams whooooo? Chelsey? Fuck her lol. She juss a bitch,1.0,False,False,False,True,False,False,False,eng
1266,1672,2832,11862,Is there a full moon out? #CrazyAssholes out in full force and I'm not talking about muzzies or liberals&#8252;&#65039; And I'm in the mood to oblige.,1.0,False,False,False,False,False,True,False,eng
1267,1673,4563,19825,"RT @paul_lander: Yesterday, the caged bird sang the blues. RIP #MayaAngelou.",0.0,False,False,False,True,False,False,False,eng
1268,1674,5504,24328,one of my cats killed a baby bird and a cardinal,0.0,False,False,False,True,False,False,False,eng
1269,1675,601,2799,@Cay_JEN I didn't think you knew of a bird that couldn't be tamed. #cajuncharm,0.0,False,False,False,True,False,False,False,eng
1270,1676,3146,13426,Nope! It's just yellow OTL,0.0,False,False,True,False,False,False,False,eng
1271,1677,3021,12775,"Mata'i ngeli, alu o polosi ho nifo..",0.0,False,False,False,True,False,False,False,eng
1272,1678,327,1620,&#8220;@Yummy: Oreo ice cream cake &#128588; http://t.co/dvabPmgQjo&#8221; &#128525;,0.0,False,False,True,False,False,False,False,eng
1273,1680,1076,4483,"@RainaluvsA in that picture yes, I haven't had an updated pic added the angel wing is colored now too, and thanks represents what I am ;)",0.0,False,False,True,False,False,False,False,eng
1274,1681,2083,8276,CAIR Publishes a Hit List for Jihadis http://t.co/hvVfXypmHm via @RealJTP If you are a red blooded #American you may be on the list..,0.0,False,False,True,False,False,True,False,eng
1275,1682,1641,6460,@kieffer_jason lmao why ur dad raised u to be a bitch made nigga,1.0,False,False,True,True,False,False,False,eng
1276,1683,4981,21653,Them queer ass shorts Rabchenko got on,1.0,False,False,False,False,False,False,True,eng
1277,1684,5212,22783,Where would me life be without God and @levimitchell.....seriously I'd probably be living In a trash can haha!&#128514;,0.0,True,False,True,False,False,False,False,eng
1278,1685,3547,15100,"RT @EchelonInsights: Rick Scott beating win number in 30 counties, Charlie Crist in 13. #FLGOV",0.0,False,False,True,False,True,False,False,eng
1279,1686,2196,8666,Dawg!! RT @Chill__Cosby: Man this about to be another trash Thursday night game,0.0,True,False,True,False,False,False,False,eng
1280,1687,4463,19383,"RT @jrsalzman: Buzzfeed males who live in the city and buy meat under plastic, mock girls who use guns and go hunting. Who is more manly?",0.0,False,False,True,False,False,False,False,eng
1281,1691,3774,16162,RT @LeKarmaSucre: trash liars RT @learnteachwin: these law students are terrible liars #HTGAWM,0.0,True,False,True,False,False,False,False,eng
1282,1692,1333,5388,@_angelaaau hey fag i &lt;3 you,1.0,False,False,False,False,False,False,True,eng
1283,1693,962,4115,@MikesGraffix @MalachiDupre all that trash talk and we win championships!!! You're boring me dude #NationalChamps,0.0,True,False,True,False,False,False,False,eng
1284,1694,700,3146,@ExurbanKevin birds of a feather flock together? @SubBeck,0.0,False,False,False,True,False,False,False,eng
1285,1695,3120,13260,Next time u gone call a darky a nicca..call dat coon a jungle bunny#Boondocks P.S. I... http://t.co/ug647wUIE4,1.0,False,False,True,False,False,False,False,eng
1286,1696,5343,23517,Yup RT @Durags4Eva: Egg nog trash rap,0.0,True,False,True,False,False,False,False,eng
1287,1697,3199,13638,One mans trash is another mans treasure #believe,0.0,True,False,True,False,False,False,False,eng
1288,1698,2970,12496,Lmao let these hoes be hoes ain't no Savin nem,1.0,False,False,False,True,False,False,False,eng
1289,1700,1751,6825,"@petehelm yeah, but Sting was already a proven draw. this is apples and oranges. he signs people with the sole purpose of burying them.",0.0,False,False,True,False,True,False,False,eng
1290,1701,312,1514,&#8220;@SexualMedic: How I feel when I'm throwing trash away... http://t.co/qQ94N1rD5N&#8221; everyday in school.,0.0,True,False,True,False,False,False,False,eng
1291,1702,2510,9952,Hugs or Kisses? &#8212; Hugs. It gives you a warm fuzzy feeling. http://t.co/HRY3sVlwgs,0.0,False,False,True,False,False,False,False,eng
1292,1703,1531,6017,@gezus__ @MANIAC3X @bam00se @Woody_AFC mean bro fucking faggot,1.0,False,False,False,False,False,False,True,eng
1293,1704,4420,19185,"RT @iLoveyou_Autumn: Bruhhhhh, I want some Oreos and milk. &#128553;",0.0,False,False,True,False,False,False,False,eng
1294,1705,4402,19077,RT @harmon_lauren: Jenna's a faggot,1.0,False,False,False,False,False,False,True,eng
1295,1708,3072,12996,My black queen dreading my hairs.Thank you Most High for this Moor Queen I asked you for.I want to BE BEtter with her http://t.co/iFmRPJGyIC,0.0,False,False,True,False,False,False,True,eng
1296,1709,1972,7697,Am ghetto http://t.co/kgu2SePIQZ,0.0,False,False,True,False,False,False,False,eng
1297,1710,1625,6366,@kayliefarmer hey now there's no need for foul language you kike,0.0,False,False,True,False,False,False,False,eng
1298,1711,5386,23744,dblite works like a charm in OpenWrt Arduino Yun with full test coverage. The gyp version would rarely made in there https://t.co/4JRj1Ezc1S,0.0,False,False,True,False,False,False,False,eng
1299,1712,3394,14363,RT @BiIIMurray: My iPhone has 2 million times the storage of the 1969 Apollo 11 spacecraft computer. They went to the moon. I throw bird ...,0.0,False,False,False,True,False,False,False,eng
1300,1713,4424,19227,RT @ian0012: dawn of the planet of the apes of the four calling birds of the three french hens of the two turtle doves of the partridge in &#8230;,0.0,False,False,True,True,False,False,False,eng
1301,1714,3421,14459,RT @Brandee876: ghetto sour cream http://t.co/1meyQQ7B6G,0.0,False,False,True,False,False,False,False,eng
1302,1715,532,2555,@Barbod6FCB @_cblaze @ODDBEAST cracker jack shut the fuck up,1.0,True,False,True,False,False,False,False,eng
1303,1716,5418,23901,having a blast yesterday...she even had me on the monkey bars tryna kill myself lol! http://t.co/31g1KM56,0.0,False,False,True,False,False,False,False,eng
1304,1718,3498,14892,RT @DaMcGrizzlyBear: the ghetto if UD wins tonight: http://t.co/PkZmkn2WKo,0.0,False,False,True,False,False,False,False,eng
1305,1720,597,2780,@CarelessOne92 you styl gotta get dem tweets off my nig,1.0,False,False,True,False,False,False,False,eng
